date,voltage,voltage_raw
2021-08-05 10:00:42,0.41989,2.03658
2021-08-05 10:01:42,0.41993,2.03655
2021-08-05 10:02:42,0.42294,2.03647
2021-08-05 10:03:42,0.42332,2.03643
2021-08-05 10:04:42,0.41489,2.03639
2021-08-05 10:05:42,0.41634,2.03635
2021-08-05 10:06:42,0.41588,2.03632
2021-08-05 10:07:42,0.41634,2.03624
2021-08-05 10:08:42,0.4163,2.0362
2021-08-05 10:09:42,0.41737,2.03616
2021-08-05 10:10:42,0.4184,2.03613
2021-08-05 10:11:42,0.41855,2.03609
2021-08-05 10:12:42,0.41825,2.03605
2021-08-05 10:13:42,0.42035,2.03597
2021-08-05 10:14:42,0.41962,2.03593
2021-08-05 10:15:42,0.42103,2.0359
2021-08-05 10:16:42,0.42027,2.03586
2021-08-05 10:17:42,0.42046,2.03582
2021-08-05 10:18:42,0.41836,2.03578
2021-08-05 10:19:42,0.42115,2.03574
2021-08-05 10:20:42,0.41943,2.03571
2021-08-05 10:21:42,0.41886,2.03567
2021-08-05 10:22:42,0.4176,2.03563
2021-08-05 10:23:42,0.41791,2.03559
2021-08-05 10:24:42,0.41527,2.03555
2021-08-05 10:25:42,0.41104,2.03552
2021-08-05 10:26:42,0.4213,2.03548
2021-08-05 10:27:42,0.42126,2.03544
2021-08-05 10:28:42,0.4234,2.03536
2021-08-05 10:29:42,0.42229,2.03532
2021-08-05 10:30:42,0.42275,2.03532
2021-08-05 10:31:42,0.42306,2.03529
2021-08-05 10:32:42,0.42103,2.03525
2021-08-05 10:33:42,0.42111,2.03521
2021-08-05 10:34:42,0.41802,2.03517
2021-08-05 10:35:42,0.41703,2.03513
2021-08-05 10:36:42,0.41772,2.0351
2021-08-05 10:37:42,0.42195,2.03506
2021-08-05 10:38:42,0.42042,2.03502
2021-08-05 10:39:42,0.42058,2.03498
2021-08-05 10:40:42,0.42134,2.03494
2021-08-05 10:41:42,0.42012,2.03491
2021-08-05 10:42:42,0.42016,2.03487
2021-08-05 10:43:42,0.42073,2.03483
2021-08-05 10:44:42,0.41726,2.03479
2021-08-05 10:45:42,0.41669,2.03475
2021-08-05 10:46:42,0.41928,2.03471
2021-08-05 10:47:42,0.41985,2.03468
2021-08-05 10:48:42,0.41787,2.03464
2021-08-05 10:49:42,0.41501,2.03464
2021-08-05 10:50:42,0.41581,2.0346
2021-08-05 10:51:42,0.41901,2.03456
2021-08-05 10:52:42,0.42168,2.03452
2021-08-05 10:53:42,0.41913,2.03449
2021-08-05 10:54:42,0.41619,2.03445
2021-08-05 10:55:42,0.41901,2.03441
2021-08-05 10:56:42,0.41783,2.03437
2021-08-05 10:57:42,0.41711,2.03437
2021-08-05 10:58:42,0.41726,2.03433
2021-08-05 10:59:42,0.41703,2.03429
2021-08-05 11:00:42,0.41676,2.03426
2021-08-05 11:01:42,0.41592,2.03422
2021-08-05 11:02:42,0.4184,2.03418
2021-08-05 11:03:42,0.41867,2.03414
2021-08-05 11:04:42,0.41669,2.03414
2021-08-05 11:05:42,0.41794,2.0341
2021-08-05 11:06:42,0.41657,2.03407
2021-08-05 11:07:42,0.41646,2.03403
2021-08-05 11:08:42,0.41909,2.03399
2021-08-05 11:09:42,0.42077,2.03399
2021-08-05 11:10:42,0.4202,2.03395
2021-08-05 11:11:42,0.41752,2.03391
2021-08-05 11:12:42,0.41573,2.03388
2021-08-05 11:13:42,0.41596,2.03384
2021-08-05 11:14:42,0.41657,2.0338
2021-08-05 11:15:42,0.41608,2.0338
2021-08-05 11:16:42,0.41775,2.03376
2021-08-05 11:17:42,0.41905,2.03372
2021-08-05 11:18:42,0.42138,2.03368
2021-08-05 11:19:42,0.4226,2.03365
2021-08-05 11:20:42,0.42226,2.03361
2021-08-05 11:21:42,0.42191,2.03361
2021-08-05 11:22:42,0.42203,2.03357
2021-08-05 11:23:42,0.42,2.03353
2021-08-05 11:24:42,0.42245,2.03349
2021-08-05 11:25:42,0.42115,2.03349
2021-08-05 11:26:42,0.41978,2.03346
2021-08-05 11:27:42,0.42046,2.03342
2021-08-05 11:28:42,0.41905,2.03338
2021-08-05 11:29:42,0.41939,2.03338
2021-08-05 11:30:42,0.41932,2.03334
2021-08-05 11:31:42,0.41955,2.0333
2021-08-05 11:32:42,0.41978,2.03326
2021-08-05 11:33:42,0.4165,2.03323
2021-08-05 11:34:42,0.41764,2.03323
2021-08-05 11:35:42,0.42123,2.03319
2021-08-05 11:36:42,0.41985,2.03315
2021-08-05 11:37:42,0.41871,2.03311
2021-08-05 11:38:42,0.42004,2.03311
2021-08-05 11:39:42,0.41829,2.03307
2021-08-05 11:40:42,0.41535,2.03304
2021-08-05 11:41:42,0.41714,2.033
2021-08-05 11:42:42,0.41894,2.033
2021-08-05 11:43:42,0.42012,2.03296
2021-08-05 11:44:42,0.42004,2.03292
2021-08-05 11:45:42,0.42107,2.03288
2021-08-05 11:46:42,0.42374,2.03288
2021-08-05 11:47:42,0.4229,2.03285
2021-08-05 11:48:42,0.42473,2.03281
2021-08-05 11:49:42,0.42657,2.03277
2021-08-05 11:50:42,0.42664,2.03277
2021-08-05 11:51:42,0.42691,2.03273
2021-08-05 11:52:42,0.42645,2.03269
2021-08-05 11:53:42,0.42683,2.03269
2021-08-05 11:54:42,0.42176,2.03265
2021-08-05 11:55:42,0.4226,2.03262
2021-08-05 11:56:42,0.4184,2.03258
2021-08-05 11:57:42,0.41936,2.03258
2021-08-05 11:58:42,0.41855,2.03254
2021-08-05 11:59:42,0.43008,2.0325
2021-08-05 12:00:42,0.43114,2.0325
2021-08-05 12:01:42,0.42588,2.03246
2021-08-05 12:02:42,0.42382,2.03243
2021-08-05 12:03:42,0.41985,2.03243
2021-08-05 12:04:42,0.42206,2.03239
2021-08-05 12:05:42,0.41962,2.03235
2021-08-05 12:06:42,0.41726,2.03235
2021-08-05 12:07:42,0.46223,2.03231
2021-08-05 12:08:42,0.40917,2.03227
2021-08-05 12:09:42,0.40848,2.03227
2021-08-05 12:10:42,0.41917,2.03223
2021-08-05 12:11:42,0.43137,2.0322
2021-08-05 12:12:42,0.41539,2.0322
2021-08-05 12:13:42,0.41268,2.03216
2021-08-05 12:14:42,0.41661,2.03212
2021-08-05 12:15:42,0.41444,2.03212
2021-08-05 12:16:42,0.41371,2.03208
2021-08-05 12:17:42,0.41276,2.03204
2021-08-05 12:18:42,0.41207,2.03204
2021-08-05 12:19:42,0.41451,2.03201
2021-08-05 12:20:42,0.41146,2.03197
2021-08-05 12:21:42,0.41562,2.03197
2021-08-05 12:22:42,0.41226,2.03193
2021-08-05 12:23:42,0.4181,2.03189
2021-08-05 12:24:42,0.4107,2.03189
2021-08-05 12:25:42,0.40948,2.03185
2021-08-05 12:26:42,0.40616,2.03182
2021-08-05 12:27:42,0.40612,2.03182
2021-08-05 12:28:42,0.40555,2.03178
2021-08-05 12:29:42,0.4044,2.03178
2021-08-05 12:30:42,0.40337,2.03174
2021-08-05 12:31:42,0.40322,2.0317
2021-08-05 12:32:42,0.40829,2.0317
2021-08-05 12:33:42,0.40223,2.03166
2021-08-05 12:34:42,0.40246,2.03162
2021-08-05 12:35:42,0.40513,2.03162
2021-08-05 12:36:42,0.40257,2.03159
2021-08-05 12:37:42,0.40223,2.03159
2021-08-05 12:38:42,0.40154,2.03155
2021-08-05 12:39:42,0.40135,2.03151
2021-08-05 12:40:42,0.40024,2.03151
2021-08-05 12:41:42,0.4004,2.03147
2021-08-05 12:42:42,0.40036,2.03147
2021-08-05 12:43:42,0.39986,2.03143
2021-08-05 12:44:42,0.40009,2.0314
2021-08-05 12:45:42,0.40116,2.0314
2021-08-05 12:46:42,0.39967,2.03136
2021-08-05 12:47:42,0.39998,2.03136
2021-08-05 12:48:42,0.39963,2.03132
2021-08-05 12:49:42,0.40078,2.03132
2021-08-05 12:50:42,0.40005,2.03128
2021-08-05 12:51:42,0.41264,2.03128
2021-08-05 12:52:42,0.40093,2.03124
2021-08-05 12:53:42,0.40024,2.0312
2021-08-05 12:54:42,0.39956,2.0312
2021-08-05 12:55:42,0.39944,2.03117
2021-08-05 12:56:42,0.40002,2.03117
2021-08-05 12:57:42,0.40326,2.03113
2021-08-05 12:58:42,0.41093,2.03109
2021-08-05 12:59:42,0.4036,2.03109
2021-08-05 13:00:42,0.40002,2.03105
2021-08-05 13:01:42,0.40215,2.03105
2021-08-05 13:02:42,0.40082,2.03101
2021-08-05 13:03:42,0.39986,2.03101
2021-08-05 13:04:42,0.39937,2.03098
2021-08-05 13:05:42,0.40032,2.03094
2021-08-05 13:06:42,0.40127,2.03094
2021-08-05 13:07:42,0.40452,2.0309
2021-08-05 13:08:42,0.40223,2.0309
2021-08-05 13:09:42,0.40398,2.03086
2021-08-05 13:10:42,0.4023,2.03082
2021-08-05 13:11:42,0.40169,2.03082
2021-08-05 13:12:42,0.40116,2.03079
2021-08-05 13:13:42,0.40116,2.03079
2021-08-05 13:14:42,0.40143,2.03075
2021-08-05 13:15:42,0.40116,2.03075
2021-08-05 13:16:42,0.40146,2.03071
2021-08-05 13:17:42,0.40101,2.03071
2021-08-05 13:18:42,0.40105,2.03067
2021-08-05 13:19:42,0.40131,2.03063
2021-08-05 13:20:42,0.40127,2.03063
2021-08-05 13:21:42,0.40105,2.03059
2021-08-05 13:22:42,0.40135,2.03059
2021-08-05 13:23:42,0.4012,2.03056
2021-08-05 13:24:42,0.40112,2.03056
2021-08-05 13:25:42,0.40143,2.03052
2021-08-05 13:26:42,0.40143,2.03052
2021-08-05 13:27:42,0.40146,2.03048
2021-08-05 13:28:42,0.40181,2.03048
2021-08-05 13:29:42,0.40192,2.03044
2021-08-05 13:30:42,0.40139,2.03044
2021-08-05 13:31:42,0.40124,2.0304
2021-08-05 13:32:42,0.40261,2.03037
2021-08-05 13:33:42,0.40299,2.03037
2021-08-05 13:34:42,0.40139,2.03033
2021-08-05 13:35:42,0.40143,2.03033
2021-08-05 13:36:42,0.40574,2.03029
2021-08-05 13:37:42,0.40482,2.03029
2021-08-05 13:38:42,0.40223,2.03025
2021-08-05 13:39:42,0.40269,2.03025
2021-08-05 13:40:42,0.40169,2.03021
2021-08-05 13:41:42,0.40261,2.03021
2021-08-05 13:42:42,0.40143,2.03017
2021-08-05 13:43:42,0.40307,2.03017
2021-08-05 13:44:42,0.40246,2.03014
2021-08-05 13:45:42,0.40223,2.03014
2021-08-05 13:46:42,0.40124,2.0301
2021-08-05 13:47:42,0.40063,2.0301
2021-08-05 13:48:42,0.40051,2.03006
2021-08-05 13:49:42,0.40291,2.03006
2021-08-05 13:50:42,0.40288,2.03002
2021-08-05 13:51:42,0.40284,2.03002
2021-08-05 13:52:42,0.40265,2.02998
2021-08-05 13:53:42,0.40253,2.02998
2021-08-05 13:54:42,0.40246,2.02995
2021-08-05 13:55:42,0.40318,2.02995
2021-08-05 13:56:42,0.40314,2.02991
2021-08-05 13:57:42,0.40711,2.02987
2021-08-05 13:58:42,0.40303,2.02987
2021-08-05 13:59:42,0.40047,2.02983
2021-08-05 14:00:42,0.40021,2.02983
2021-08-05 14:01:42,0.40082,2.02979
2021-08-05 14:02:42,0.4007,2.02979
2021-08-05 14:03:42,0.40101,2.02976
2021-08-05 14:04:42,0.40856,2.02976
2021-08-05 14:05:42,0.40173,2.02972
2021-08-05 14:06:42,0.40417,2.02972
2021-08-05 14:07:42,0.40269,2.02968
2021-08-05 14:08:42,0.40227,2.02968
2021-08-05 14:09:42,0.40204,2.02964
2021-08-05 14:10:42,0.40139,2.02964
2021-08-05 14:11:42,0.40066,2.0296
2021-08-05 14:12:42,0.40013,2.0296
2021-08-05 14:13:42,0.40223,2.02956
2021-08-05 14:14:42,0.40173,2.02956
2021-08-05 14:15:42,0.40173,2.02953
2021-08-05 14:16:42,0.4023,2.02953
2021-08-05 14:17:42,0.40101,2.02949
2021-08-05 14:18:42,0.40063,2.02949
2021-08-05 14:19:42,0.40246,2.02945
2021-08-05 14:20:42,0.4097,2.02945
2021-08-05 14:21:42,0.40215,2.02941
2021-08-05 14:22:42,0.40204,2.02941
2021-08-05 14:23:42,0.4033,2.02937
2021-08-05 14:24:42,0.40288,2.02937
2021-08-05 14:25:42,0.4023,2.02934
2021-08-05 14:26:42,0.40219,2.02934
2021-08-05 14:27:42,0.40253,2.0293
2021-08-05 14:28:42,0.40227,2.0293
2021-08-05 14:29:42,0.402,2.02926
2021-08-05 14:30:42,0.40139,2.02926
2021-08-05 14:31:42,0.40059,2.02922
2021-08-05 14:32:42,0.40082,2.02922
2021-08-05 14:33:42,0.40051,2.02918
2021-08-05 14:34:42,0.40093,2.02918
2021-08-05 14:35:42,0.40101,2.02914
2021-08-05 14:36:42,0.40093,2.02914
2021-08-05 14:37:42,0.40131,2.02911
2021-08-05 14:38:42,0.40112,2.02911
2021-08-05 14:39:42,0.40162,2.02911
2021-08-05 14:40:42,0.40192,2.02907
2021-08-05 14:41:42,0.40124,2.02907
2021-08-05 14:42:42,0.40139,2.02903
2021-08-05 14:43:42,0.40169,2.02903
2021-08-05 14:44:42,0.40455,2.02899
2021-08-05 14:45:42,0.40272,2.02899
2021-08-05 14:46:42,0.40116,2.02895
2021-08-05 14:47:42,0.40414,2.02895
2021-08-05 14:48:42,0.40627,2.02895
2021-08-05 14:49:42,0.40669,2.02892
2021-08-05 14:50:42,0.40291,2.02892
2021-08-05 14:51:42,0.40242,2.02888
2021-08-05 14:52:42,0.40204,2.02888
2021-08-05 14:53:42,0.4007,2.02884
2021-08-05 14:54:42,0.40322,2.02884
2021-08-05 14:55:42,0.40196,2.0288
2021-08-05 14:56:42,0.40238,2.0288
2021-08-05 14:57:42,0.4036,2.02876
2021-08-05 14:58:42,0.40417,2.02876
2021-08-05 14:59:42,0.40429,2.02873
2021-08-05 15:00:42,0.40383,2.02873
2021-08-05 15:01:42,0.40589,2.02873
2021-08-05 15:02:42,0.40135,2.02869
2021-08-05 15:03:42,0.40059,2.02865
2021-08-05 15:04:42,0.40314,2.02865
2021-08-05 15:05:42,0.40341,2.02865
2021-08-05 15:06:42,0.40295,2.02861
2021-08-05 15:07:42,0.40398,2.02861
2021-08-05 15:08:42,0.40356,2.02857
2021-08-05 15:09:42,0.40318,2.02857
2021-08-05 15:10:42,0.40551,2.02853
2021-08-05 15:11:42,0.40394,2.02853
2021-08-05 15:12:42,0.40337,2.0285
2021-08-05 15:13:42,0.40372,2.0285
2021-08-05 15:14:42,0.40204,2.02846
2021-08-05 15:15:42,0.4004,2.02846
2021-08-05 15:16:42,0.40448,2.02842
2021-08-05 15:17:42,0.40517,2.02842
2021-08-05 15:18:42,0.40223,2.02842
2021-08-05 15:19:42,0.40085,2.02838
2021-08-05 15:20:42,0.40162,2.02838
2021-08-05 15:21:42,0.39971,2.02834
2021-08-05 15:22:42,0.39971,2.02834
2021-08-05 15:23:42,0.39895,2.02834
2021-08-05 15:24:42,0.39887,2.02831
2021-08-05 15:25:42,0.39975,2.02831
2021-08-05 15:26:42,0.40143,2.02827
2021-08-05 15:27:42,0.40002,2.02827
2021-08-05 15:28:42,0.40017,2.02823
2021-08-05 15:29:42,0.40127,2.02823
2021-08-05 15:30:42,0.40002,2.02823
2021-08-05 15:31:42,0.39986,2.02819
2021-08-05 15:32:42,0.39845,2.02819
2021-08-05 15:33:42,0.39837,2.02815
2021-08-05 15:34:42,0.39841,2.02815
2021-08-05 15:35:42,0.39841,2.02811
2021-08-05 15:36:42,0.39841,2.02811
2021-08-05 15:37:42,0.39845,2.02811
2021-08-05 15:38:42,0.40604,2.02808
2021-08-05 15:39:42,0.39853,2.02808
2021-08-05 15:40:42,0.39899,2.02804
2021-08-05 15:41:42,0.39849,2.02804
2021-08-05 15:42:42,0.39876,2.028
2021-08-05 15:43:42,0.40009,2.028
2021-08-05 15:44:42,0.39982,2.028
2021-08-05 15:45:42,0.39994,2.02796
2021-08-05 15:46:42,0.39899,2.02796
2021-08-05 15:47:42,0.39895,2.02792
2021-08-05 15:48:42,0.39979,2.02792
2021-08-05 15:49:42,0.3996,2.02789
2021-08-05 15:50:42,0.39929,2.02789
2021-08-05 15:51:42,0.39918,2.02789
2021-08-05 15:52:42,0.39956,2.02785
2021-08-05 15:53:42,0.40021,2.02785
2021-08-05 15:54:42,0.40158,2.02781
2021-08-05 15:55:42,0.40406,2.02781
2021-08-05 15:56:42,0.4062,2.02777
2021-08-05 15:57:42,0.40219,2.02777
2021-08-05 15:58:42,0.40188,2.02777
2021-08-05 15:59:42,0.4023,2.02773
2021-08-05 16:00:42,0.40307,2.02773
2021-08-05 16:01:42,0.40303,2.0277
2021-08-05 16:02:42,0.40108,2.0277
2021-08-05 16:03:42,0.40085,2.02766
2021-08-05 16:04:42,0.39982,2.02766
2021-08-05 16:05:42,0.39921,2.02766
2021-08-05 16:06:42,0.3991,2.02762
2021-08-05 16:07:42,0.39944,2.02762
2021-08-05 16:08:42,0.39868,2.02758
2021-08-05 16:09:42,0.39837,2.02758
2021-08-05 16:10:42,0.39841,2.02754
2021-08-05 16:11:42,0.39944,2.02754
2021-08-05 16:12:42,0.39967,2.02754
2021-08-05 16:13:42,0.39933,2.0275
2021-08-05 16:14:42,0.39914,2.0275
2021-08-05 16:15:42,0.39986,2.02747
2021-08-05 16:16:42,0.40032,2.02747
2021-08-05 16:17:42,0.4004,2.02747
2021-08-05 16:18:42,0.40074,2.02743
2021-08-05 16:19:42,0.4012,2.02743
2021-08-05 16:20:42,0.40089,2.02739
2021-08-05 16:21:42,0.40124,2.02739
2021-08-05 16:22:42,0.40093,2.02739
2021-08-05 16:23:42,0.40066,2.02735
2021-08-05 16:24:42,0.40036,2.02735
2021-08-05 16:25:42,0.39994,2.02731
2021-08-05 16:26:42,0.39952,2.02731
2021-08-05 16:27:42,0.39952,2.02728
2021-08-05 16:28:42,0.39899,2.02728
2021-08-05 16:29:42,0.39864,2.02728
2021-08-05 16:30:42,0.39879,2.02724
2021-08-05 16:31:42,0.39853,2.02724
2021-08-05 16:32:42,0.39887,2.02724
2021-08-05 16:33:42,0.39899,2.0272
2021-08-05 16:34:42,0.39883,2.0272
2021-08-05 16:35:42,0.39864,2.02716
2021-08-05 16:36:42,0.39853,2.02716
2021-08-05 16:37:42,0.39914,2.02712
2021-08-05 16:38:42,0.39883,2.02712
2021-08-05 16:39:42,0.39845,2.02712
2021-08-05 16:40:42,0.39879,2.02708
2021-08-05 16:41:42,0.39883,2.02708
2021-08-05 16:42:42,0.39837,2.02705
2021-08-05 16:43:42,0.40349,2.02705
2021-08-05 16:44:42,0.39933,2.02705
2021-08-05 16:45:42,0.39857,2.02701
2021-08-05 16:46:42,0.3983,2.02701
2021-08-05 16:47:42,0.39815,2.02697
2021-08-05 16:48:42,0.3983,2.02697
2021-08-05 16:49:42,0.39815,2.02697
2021-08-05 16:50:42,0.39807,2.02693
2021-08-05 16:51:42,0.39807,2.02693
2021-08-05 16:52:42,0.39803,2.02689
2021-08-05 16:53:42,0.39857,2.02689
2021-08-05 16:54:42,0.39921,2.02689
2021-08-05 16:55:42,0.4004,2.02686
2021-08-05 16:56:42,0.39918,2.02686
2021-08-05 16:57:42,0.39986,2.02686
2021-08-05 16:58:42,0.40101,2.02682
2021-08-05 16:59:42,0.40181,2.02682
2021-08-05 17:00:42,0.39879,2.02682
2021-08-05 17:01:42,0.39818,2.02678
2021-08-05 17:02:42,0.39895,2.02678
2021-08-05 17:03:42,0.4007,2.02678
2021-08-05 17:04:42,0.40002,2.02674
2021-08-05 17:05:42,0.40074,2.02674
2021-08-05 17:06:42,0.39998,2.02674
2021-08-05 17:07:42,0.40036,2.0267
2021-08-05 17:08:42,0.40139,2.0267
2021-08-05 17:09:42,0.39967,2.0267
2021-08-05 17:10:42,0.39925,2.02667
2021-08-05 17:11:42,0.39887,2.02667
2021-08-05 17:12:42,0.39944,2.02667
2021-08-05 17:13:42,0.39918,2.02663
2021-08-05 17:14:42,0.39857,2.02663
2021-08-05 17:15:42,0.40188,2.02663
2021-08-05 17:16:42,0.40261,2.02659
2021-08-05 17:17:42,0.4007,2.02659
2021-08-05 17:18:42,0.39929,2.02659
2021-08-05 17:19:42,0.39914,2.02655
2021-08-05 17:20:42,0.39963,2.02655
2021-08-05 17:21:42,0.3994,2.02655
2021-08-05 17:22:42,0.40124,2.02651
2021-08-05 17:23:42,0.40421,2.02651
2021-08-05 17:24:42,0.40421,2.02651
2021-08-05 17:25:42,0.40284,2.02647
2021-08-05 17:26:42,0.40055,2.02647
2021-08-05 17:27:42,0.4023,2.02647
2021-08-05 17:28:42,0.40059,2.02644
2021-08-05 17:29:42,0.39918,2.02644
2021-08-05 17:30:42,0.39971,2.02644
2021-08-05 17:31:42,0.39918,2.0264
2021-08-05 17:32:42,0.39914,2.0264
2021-08-05 17:33:42,0.39921,2.0264
2021-08-05 17:34:42,0.39921,2.02636
2021-08-05 17:35:42,0.39982,2.02636
2021-08-05 17:36:42,0.39998,2.02636
2021-08-05 17:37:42,0.39948,2.02636
2021-08-05 17:38:42,0.39975,2.02632
2021-08-05 17:39:42,0.40116,2.02632
2021-08-05 17:40:42,0.40482,2.02632
2021-08-05 17:41:42,0.40414,2.02628
2021-08-05 17:42:42,0.4028,2.02628
2021-08-05 17:43:42,0.39956,2.02628
2021-08-05 17:44:42,0.39967,2.02625
2021-08-05 17:45:42,0.40005,2.02625
2021-08-05 17:46:42,0.4004,2.02625
2021-08-05 17:47:42,0.39956,2.02621
2021-08-05 17:48:42,0.39986,2.02621
2021-08-05 17:49:42,0.40055,2.02621
2021-08-05 17:50:42,0.40085,2.02617
2021-08-05 17:51:42,0.40463,2.02617
2021-08-05 17:52:42,0.40581,2.02617
2021-08-05 17:53:42,0.40455,2.02613
2021-08-05 17:54:42,0.4015,2.02613
2021-08-05 17:55:42,0.40017,2.02613
2021-08-05 17:56:42,0.40085,2.02613
2021-08-05 17:57:42,0.40398,2.02609
2021-08-05 17:58:42,0.40288,2.02609
2021-08-05 17:59:42,0.40501,2.02605
2021-08-05 18:00:42,0.4041,2.02605
2021-08-05 18:01:42,0.40234,2.02605
2021-08-05 18:02:42,0.40322,2.02602
2021-08-05 18:03:42,0.40364,2.02602
2021-08-05 18:04:42,0.40185,2.02602
2021-08-05 18:05:42,0.4012,2.02598
2021-08-05 18:06:42,0.40002,2.02598
2021-08-05 18:07:42,0.40135,2.02598
2021-08-05 18:08:42,0.40635,2.02598
2021-08-05 18:09:42,0.40738,2.02594
2021-08-05 18:10:42,0.40578,2.02594
2021-08-05 18:11:42,0.40566,2.02594
2021-08-05 18:12:42,0.40608,2.0259
2021-08-05 18:13:42,0.40528,2.0259
2021-08-05 18:14:42,0.40284,2.0259
2021-08-05 18:15:42,0.40433,2.02586
2021-08-05 18:16:42,0.40288,2.02586
2021-08-05 18:17:42,0.40074,2.02586
2021-08-05 18:18:42,0.39998,2.02583
2021-08-05 18:19:42,0.40078,2.02583
2021-08-05 18:20:42,0.40391,2.02579
2021-08-05 18:21:42,0.40528,2.02579
2021-08-05 18:22:42,0.40494,2.02579
2021-08-05 18:23:42,0.40311,2.02579
2021-08-05 18:24:42,0.40875,2.02575
2021-08-05 18:25:42,0.40604,2.02575
2021-08-05 18:26:42,0.40742,2.02575
2021-08-05 18:27:42,0.40612,2.02575
2021-08-05 18:28:42,0.41108,2.02571
2021-08-05 18:29:42,0.40929,2.02571
2021-08-05 18:30:42,0.40513,2.02567
2021-08-05 18:31:42,0.40005,2.02567
2021-08-05 18:32:42,0.40368,2.02567
2021-08-05 18:33:42,0.4052,2.02567
2021-08-05 18:34:42,0.40715,2.02564
2021-08-05 18:35:42,0.41184,2.02564
2021-08-05 18:36:42,0.41516,2.02564
2021-08-05 18:37:42,0.41024,2.0256
2021-08-05 18:38:42,0.40692,2.0256
2021-08-05 18:39:42,0.4078,2.0256
2021-08-05 18:40:42,0.40665,2.02556
2021-08-05 18:41:42,0.40753,2.02556
2021-08-05 18:42:42,0.40711,2.02556
2021-08-05 18:43:42,0.40639,2.02552
2021-08-05 18:44:42,0.40501,2.02552
2021-08-05 18:45:42,0.41463,2.02552
2021-08-05 18:46:42,0.40974,2.02548
2021-08-05 18:47:42,0.41009,2.02548
2021-08-05 18:48:42,0.40986,2.02548
2021-08-05 18:49:42,0.40841,2.02544
2021-08-05 18:50:42,0.40223,2.02544
2021-08-05 18:51:42,0.40509,2.02544
2021-08-05 18:52:42,0.40307,2.02541
2021-08-05 18:53:42,0.40272,2.02541
2021-08-05 18:54:42,0.40253,2.02541
2021-08-05 18:55:42,0.41547,2.02541
2021-08-05 18:56:42,0.41012,2.02537
2021-08-05 18:57:42,0.41138,2.02537
2021-08-05 18:58:42,0.41329,2.02537
2021-08-05 18:59:42,0.40993,2.02533
2021-08-05 19:00:42,0.40742,2.02533
2021-08-05 19:01:42,0.40421,2.02529
2021-08-05 19:02:42,0.40444,2.02529
2021-08-05 19:03:42,0.40562,2.02529
2021-08-05 19:04:42,0.40612,2.02525
2021-08-05 19:05:42,0.40715,2.02525
2021-08-05 19:06:42,0.40429,2.02525
2021-08-05 19:07:42,0.40856,2.02522
2021-08-05 19:08:42,0.41203,2.02522
2021-08-05 19:09:42,0.41558,2.02522
2021-08-05 19:10:42,0.41432,2.02522
2021-08-05 19:11:42,0.41085,2.02518
2021-08-05 19:12:42,0.41226,2.02518
2021-08-05 19:13:42,0.41138,2.02518
2021-08-05 19:14:42,0.40944,2.02514
2021-08-05 19:15:42,0.406,2.02514
